Pressure,Altitude,Temperature,Dew_point,Wind_direction,Wind_speed
448.1,6684,-17.5,-21.4,262,54.6
447.8,6688,-17.5,-21.4,262,54.6
447.6,6692,-17.5,-21.3,262,54.6
447.4,6696,-17.5,-21.3,262,54.6
447.1,6700,-17.6,-21.3,262,54.6
446.9,6704,-17.6,-21.4,262,54.8
446.7,6707,-17.6,-21.4,262,54.8
446.5,6711,-17.7,-21.4,262,54.8
446.3,6714,-17.7,-21.4,262,54.8
446.1,6718,-17.7,-21.4,262,54.8
445.8,6722,-17.8,-21.4,262,55
445.6,6726,-17.8,-21.4,262,55
445.4,6730,-17.8,-21.4,262,55
445.1,6734,-17.9,-21.4,262,55.2
444.9,6738,-17.9,-21.5,262,55.2
444.7,6742,-17.9,-21.6,262,55.4
444.4,6745,-17.9,-21.7,262,55.4
444.2,6749,-17.9,-21.8,262,55.6
444,6753,-17.9,-21.9,262,55.6
443.8,6756,-17.9,-22,262,55.8
443.6,6760,-17.9,-22.2,263,55.8
443.4,6764,-17.9,-22.3,263,56
443.1,6767,-17.9,-22.3,263,56.2
442.9,6771,-17.9,-22.4,263,56.2
442.7,6775,-18,-22.4,263,56.4
442.5,6778,-18,-22.4,263,56.4
442.2,6782,-18,-22.4,263,56.6
442,6786,-18,-22.5,263,56.8
441.8,6790,-18.1,-22.6,263,56.8
441.6,6793,-18.1,-22.7,264,57
441.4,6797,-18.1,-22.8,264,57
441.2,6800,-18.1,-22.9,264,57.1
440.9,6804,-18.1,-23,264,57.1
440.7,6809,-18.1,-23.1,264,57.3
440.5,6813,-18.1,-23.1,264,57.3
440.2,6817,-18.1,-23.1,264,57.3
440,6820,-18.1,-23.1,265,57.5
439.8,6824,-18.1,-23.1,265,57.5
439.6,6828,-18.1,-23.2,265,57.5
439.4,6831,-18.1,-23.3,265,57.5
439.2,6834,-18.1,-23.3,265,57.5
439,6838,-18.1,-23.4,266,57.5
438.7,6842,-18.1,-23.4,266,57.5
438.5,6847,-18.1,-23.7,266,57.3
438.2,6851,-18.1,-24,266,57.3
437.9,6855,-18.1,-24.5,266,57.3
437.7,6860,-18,-24.9,267,57.1
437.4,6865,-18,-25.4,267,57.1
437.1,6870,-18,-25.9,267,57
436.8,6874,-18,-26.4,267,56.8
436.6,6878,-17.9,-26.8,267,56.8
436.4,6882,-17.9,-27,268,56.6
436.1,6886,-17.9,-27.2,268,56.4
435.9,6891,-17.9,-27.5,268,56.4
435.6,6895,-17.9,-27.8,268,56.2
435.4,6899,-17.9,-28,269,56
435.2,6902,-17.9,-28.1,269,55.8
435,6905,-17.9,-28.2,269,55.8
434.8,6908,-17.9,-28.3,269,55.6
434.6,6912,-18,-28.3,269,55.4
434.4,6916,-18,-28.4,270,55.2
434.2,6920,-18,-28.4,270,55.2
433.9,6924,-18,-28.5,270,55
433.7,6928,-18,-28.6,270,54.8
433.5,6931,-18,-28.7,270,54.8
433.4,6934,-18,-28.8,270,54.6
433.2,6937,-18,-28.9,271,54.4
433,6941,-18,-29,271,54.4
432.8,6944,-18,-29.1,271,54.2
432.5,6948,-18,-29.1,271,54.2
432.3,6951,-17.9,-29.1,271,54
432.2,6955,-17.9,-29,271,54
432,6958,-17.9,-28.9,271,53.8
431.7,6962,-17.9,-28.9,271,53.8
431.5,6966,-17.9,-28.8,271,53.8
431.3,6969,-17.9,-28.8,271,53.6
431.1,6972,-18,-28.8,271,53.6
430.9,6976,-18,-28.8,271,53.5
430.7,6979,-18,-28.7,271,53.5
430.5,6983,-18,-28.7,272,53.5
430.3,6986,-18.1,-28.7,272,53.3
430.1,6990,-18.1,-28.7,272,53.3
429.9,6993,-18.1,-28.7,272,53.3
429.8,6996,-18.1,-28.7,272,53.1
429.6,7000,-18.2,-28.7,272,53.1
429.4,7003,-18.2,-28.7,272,53.1
429.1,7007,-18.2,-28.7,272,53.1
428.9,7011,-18.3,-28.7,272,52.9
428.7,7015,-18.3,-28.7,272,52.9
428.5,7019,-18.3,-28.7,272,52.9
428.3,7022,-18.4,-28.7,271,52.7
428.1,7026,-18.4,-28.7,271,52.7
427.9,7029,-18.4,-28.7,271,52.7
427.7,7033,-18.5,-28.7,271,52.7
427.4,7037,-18.5,-28.7,271,52.5
427.2,7040,-18.5,-28.7,271,52.5
427,7044,-18.6,-28.7,271,52.5
426.8,7047,-18.6,-28.7,271,52.3
426.6,7051,-18.6,-28.6,271,52.3
426.4,7055,-18.7,-28.6,271,52.3
426.2,7059,-18.7,-28.6,271,52.3
426,7062,-18.7,-28.5,271,52.1
425.8,7066,-18.8,-28.5,271,52.1
425.6,7069,-18.8,-28.5,271,52.1
425.4,7072,-18.8,-28.5,271,52.1
425.2,7076,-18.9,-28.5,271,51.9
425,7079,-18.9,-28.5,271,51.9
424.8,7082,-18.9,-28.5,271,51.9
424.6,7086,-19,-28.5,271,51.9
424.4,7090,-19,-28.5,271,51.9
424.2,7094,-19,-28.5,271,51.7
424,7097,-19,-28.5,271,51.7
423.8,7101,-19.1,-28.5,271,51.7
423.5,7105,-19.1,-28.5,271,51.7
423.3,7109,-19.1,-28.5,271,51.5
423,7114,-19.2,-28.5,271,51.5
422.8,7118,-19.2,-28.4,271,51.5
422.6,7121,-19.2,-28.4,271,51.3
422.4,7125,-19.3,-28.4,271,51.3
422.2,7129,-19.3,-28.4,271,51.3
422,7133,-19.3,-28.4,271,51.1
421.7,7137,-19.4,-28.4,271,51.1
421.5,7140,-19.4,-28.4,271,51.1
421.3,7144,-19.4,-28.4,271,50.9
421.2,7147,-19.5,-28.3,271,50.9
421,7150,-19.5,-28.3,271,50.7
420.8,7154,-19.5,-28.2,271,50.7
420.6,7157,-19.5,-28.2,271,50.7
420.4,7161,-19.5,-28.2,271,50.5
420.2,7165,-19.6,-28.3,271,50.5
419.9,7169,-19.6,-28.3,271,50.3
419.7,7173,-19.6,-28.3,271,50.3
419.5,7176,-19.7,-28.3,271,50.2
419.3,7180,-19.7,-28.3,271,50.2
419,7185,-19.7,-28.3,271,50.2
418.8,7189,-19.8,-28.3,271,50
418.6,7193,-19.8,-28.3,271,50
418.3,7197,-19.9,-28.3,271,50
418.1,7201,-19.9,-28.3,271,49.8
417.9,7204,-19.9,-28.3,271,49.8
417.7,7208,-20,-28.3,271,49.8
417.5,7211,-20,-28.3,271,49.8
417.3,7215,-20,-28.3,272,49.8
417.1,7219,-20.1,-28.3,272,49.6
416.9,7223,-20.1,-28.3,272,49.6
416.6,7227,-20.1,-28.3,272,49.6
416.4,7231,-20.2,-28.3,272,49.6
416.2,7234,-20.2,-28.3,272,49.6
416,7238,-20.3,-28.3,272,49.6
415.8,7242,-20.3,-28.3,272,49.6
415.6,7246,-20.3,-28.3,272,49.6
415.4,7249,-20.3,-28.3,272,49.6
415.2,7252,-20.4,-28.3,272,49.6
415,7255,-20.4,-28.3,273,49.6
414.8,7259,-20.5,-28.3,273,49.6
414.6,7263,-20.5,-28.3,273,49.6
414.4,7267,-20.5,-28.3,273,49.6
414.2,7271,-20.6,-28.3,273,49.6
413.9,7275,-20.6,-28.3,273,49.6
413.7,7279,-20.6,-28.3,273,49.6
413.5,7283,-20.7,-28.3,273,49.6
413.3,7286,-20.7,-28.3,273,49.6
413.1,7290,-20.7,-28.3,273,49.6
412.9,7294,-20.8,-28.3,273,49.6
412.6,7299,-20.8,-28.3,273,49.6
412.4,7303,-20.9,-28.3,273,49.6
412.2,7307,-20.9,-28.3,273,49.4
412,7310,-20.9,-28.3,273,49.4
411.8,7314,-21,-28.3,273,49.4
411.6,7317,-21,-28.3,273,49.4
411.4,7321,-21,-28.3,273,49.4
411.2,7324,-21.1,-28.3,273,49.4
411,7328,-21.1,-28.3,273,49.2
410.8,7332,-21.1,-28.3,273,49.2
410.5,7336,-21.2,-28.2,273,49.2
410.3,7340,-21.2,-28.2,273,49.2
410.1,7344,-21.2,-28.1,273,49
409.9,7347,-21.2,-27.9,273,49
409.7,7351,-21.3,-27.8,273,49
409.5,7355,-21.3,-27.8,273,49
409.3,7359,-21.3,-27.8,273,48.8
409.1,7363,-21.3,-27.9,273,48.8
408.8,7367,-21.3,-28,273,48.8
408.6,7371,-21.4,-28,273,48.6
408.4,7375,-21.4,-28.1,273,48.6
408.2,7379,-21.4,-28.3,273,48.6
407.9,7383,-21.4,-28.5,273,48.4
407.7,7387,-21.5,-28.8,273,48.4
407.5,7391,-21.5,-28.9,273,48.2
407.3,7395,-21.4,-29,273,48.2
407.1,7398,-21.4,-29,273,48
406.9,7402,-21.4,-29,273,48
406.7,7405,-21.4,-28.9,273,48
406.5,7409,-21.5,-28.7,273,47.8
406.3,7413,-21.5,-28.5,273,47.8
406.1,7417,-21.5,-28.1,273,47.6
405.8,7421,-21.6,-27.9,273,47.6
405.6,7425,-21.6,-27.7,273,47.4
405.4,7429,-21.6,-27.5,273,47.4
405.2,7433,-21.6,-27.4,272,47.4
405,7437,-21.7,-27.5,272,47.4
404.8,7441,-21.7,-27.7,272,47.2
404.5,7444,-21.7,-27.9,272,47.2
404.4,7448,-21.7,-28,272,47.2
404.2,7451,-21.7,-28,272,47.2
404,7454,-21.7,-28,272,47.2
403.8,7458,-21.7,-28.1,272,47.2
403.6,7462,-21.7,-28.2,272,47.2
403.4,7466,-21.8,-28.2,271,47.2
403.1,7470,-21.8,-28.3,271,47.2
402.9,7474,-21.8,-28.4,271,47.2
402.7,7478,-21.8,-28.4,271,47.2
402.5,7482,-21.9,-28.5,271,47.2
402.3,7486,-21.9,-28.6,271,47.2
402.1,7490,-21.9,-28.7,271,47.2
401.9,7494,-21.9,-28.7,271,47.2
401.7,7497,-22,-28.7,270,47.2
401.5,7501,-22,-28.7,270,47.4
401.3,7504,-22,-28.7,270,47.4
401.1,7508,-22,-28.7,270,47.4
400.9,7511,-22.1,-28.8,270,47.4
400.7,7515,-22.1,-28.8,270,47.4
400.5,7518,-22.1,-28.9,269,47.4
400.3,7522,-22.1,-29,269,47.2
400.1,7526,-22.1,-29.1,269,47.2
400,7528,-22.1,-29.1,269,47.2
399.8,7530,-22.1,-29.1,269,47.2
399.6,7535,-22.2,-29.2,269,47.2
399.4,7539,-22.2,-29.3,269,47
399.2,7543,-22.2,-29.4,269,47
398.9,7547,-22.2,-29.6,269,47
398.7,7551,-22.2,-29.7,268,46.8
398.6,7554,-22.2,-29.9,268,46.8
398.4,7558,-22.2,-29.9,268,46.7
398.1,7562,-22.2,-29.9,268,46.7
397.9,7566,-22.3,-29.9,268,46.5
397.7,7570,-22.3,-30,268,46.5
397.5,7574,-22.3,-30,268,46.3
397.3,7578,-22.3,-30,268,46.3
397,7583,-22.4,-30,268,46.1
396.8,7587,-22.4,-30,268,45.9
396.5,7592,-22.4,-30,267,45.9
396.3,7597,-22.5,-30,267,45.7
396,7601,-22.5,-30.1,267,45.7
395.8,7605,-22.6,-30.1,267,45.5
395.6,7609,-22.6,-30.1,267,45.5
395.3,7614,-22.6,-30.1,267,45.3
395.1,7619,-22.7,-30.1,267,45.3
394.9,7623,-22.7,-30.1,267,45.1
394.6,7627,-22.8,-30.1,266,45.1
394.4,7631,-22.8,-30.1,266,45.1
394.2,7636,-22.8,-30.1,266,45.1
393.9,7641,-22.9,-30.1,266,44.9
393.7,7645,-22.9,-30,266,44.9
393.4,7649,-23,-30.1,266,44.9
393.2,7654,-23,-30.1,265,44.9
392.9,7658,-23,-30.1,265,44.9
392.6,7664,-23.1,-30.1,265,45.1
392.3,7670,-23.1,-30.2,265,45.1
392,7676,-23.2,-30.2,265,45.1
391.7,7681,-23.2,-30.3,265,45.1
391.4,7687,-23.3,-30.4,264,45.3
391.2,7691,-23.3,-30.4,264,45.3
391,7695,-23.4,-30.5,264,45.3
390.7,7700,-23.4,-30.5,264,45.5
390.5,7704,-23.5,-30.5,264,45.5
390.3,7708,-23.5,-30.5,264,45.7
390.1,7712,-23.5,-30.5,264,45.7
389.9,7716,-23.6,-30.6,264,45.9
389.7,7719,-23.6,-30.6,264,45.9
389.5,7723,-23.6,-30.6,264,46.1
389.3,7727,-23.7,-30.7,264,46.1
389,7731,-23.7,-30.8,264,46.3
388.8,7736,-23.7,-30.9,264,46.3
388.6,7740,-23.8,-31,264,46.5
388.3,7745,-23.8,-31.1,264,46.5
388.1,7749,-23.8,-31.1,264,46.7
387.9,7753,-23.9,-31.1,264,46.7
387.7,7757,-23.9,-31.1,265,46.8
387.4,7761,-24,-31.1,265,46.8
387.2,7766,-24,-31.1,265,47
387,7770,-24,-31.1,265,47
386.8,7774,-24.1,-31.1,265,47.2
386.6,7777,-24.1,-31.1,265,47.2
386.4,7781,-24.2,-31.1,265,47.2
386.2,7785,-24.2,-31.2,265,47.4
386,7789,-24.2,-31.1,265,47.4
385.8,7792,-24.3,-31.1,265,47.4
385.6,7796,-24.3,-31.1,265,47.4
385.4,7799,-24.3,-31.1,265,47.6
385.2,7803,-24.4,-31.1,265,47.6
385,7807,-24.4,-31.1,265,47.6
384.8,7812,-24.5,-31.1,265,47.6
384.5,7817,-24.5,-31.2,265,47.6
384.3,7821,-24.5,-31.3,265,47.6
384.1,7825,-24.5,-31.5,265,47.6
383.8,7829,-24.6,-31.7,265,47.6
383.6,7833,-24.6,-32,265,47.6
383.5,7836,-24.6,-32.3,265,47.4
383.3,7839,-24.6,-32.4,265,47.4
383.2,7842,-24.6,-32.5,265,47.4
383,7845,-24.7,-32.5,265,47.4
382.8,7849,-24.7,-32.5,265,47.4
382.6,7854,-24.7,-32.3,265,47.4
382.3,7858,-24.8,-32.1,265,47.2
382.1,7863,-24.8,-32.1,265,47.2
381.8,7868,-24.8,-32.2,265,47.2
381.6,7872,-24.9,-32.2,265,47.2
381.4,7876,-24.9,-32.2,265,47.2
381.2,7879,-24.9,-32,265,47.2
381,7883,-25,-31.8,265,47.2
380.8,7887,-25,-31.7,265,47.2
380.6,7890,-25.1,-31.7,265,47.2
380.4,7894,-25.1,-31.7,265,47.2
380.2,7899,-25.1,-31.6,265,47.4
380,7903,-25.2,-31.5,265,47.4
379.7,7908,-25.2,-31.4,265,47.4
379.5,7912,-25.3,-31.2,264,47.4
379.3,7916,-25.3,-31.2,264,47.4
379.1,7920,-25.3,-31.2,264,47.6
378.9,7924,-25.4,-31.3,264,47.6
378.7,7927,-25.4,-31.5,264,47.6
378.5,7931,-25.4,-31.6,264,47.8
378.3,7935,-25.5,-31.7,264,47.8
378.1,7940,-25.5,-31.9,264,47.8
377.8,7945,-25.5,-32.1,264,48
377.6,7949,-25.6,-32.2,264,48
377.3,7954,-25.6,-32.4,264,48.2
377.1,7958,-25.6,-32.7,264,48.2
376.9,7962,-25.7,-33,264,48.2
376.7,7966,-25.7,-33.3,264,48.4
376.4,7971,-25.7,-33.4,264,48.4
376.2,7975,-25.8,-33.3,264,48.6
376,7980,-25.8,-33.1,264,48.6
375.7,7984,-25.8,-33.1,265,48.8
375.5,7989,-25.9,-33.1,265,48.8
375.3,7992,-25.9,-33.1,265,49
375.2,7996,-25.9,-33.1,264,49
375,7999,-26,-33.1,264,49
374.8,8002,-26,-33.1,264,49.2
374.6,8006,-26.1,-33.1,264,49.2
374.4,8011,-26.1,-33.1,264,49.4
374.1,8015,-26.1,-33.1,264,49.4
373.9,8019,-26.2,-33.1,264,49.4
373.7,8023,-26.2,-33.1,264,49.6
373.6,8026,-26.2,-33.1,264,49.6
373.4,8030,-26.3,-33.1,264,49.6
373.2,8034,-26.3,-33.1,264,49.8
373,8038,-26.4,-33.1,264,49.8
372.8,8042,-26.4,-33.2,264,49.8
372.6,8046,-26.4,-33.2,264,49.8
372.3,8050,-26.5,-33.2,264,49.8
372.1,8054,-26.5,-33.2,264,49.8
371.9,8059,-26.5,-33.1,264,49.8
371.7,8063,-26.6,-33,264,49.8
371.4,8068,-26.6,-32.9,264,49.6
371.1,8073,-26.7,-33,264,49.6
370.9,8078,-26.7,-33,264,49.6
370.6,8084,-26.8,-33.1,264,49.6
370.4,8089,-26.8,-33.1,264,49.4
370.1,8093,-26.8,-33.1,264,49.4
369.9,8097,-26.9,-33.1,263,49.4
369.7,8102,-26.9,-33,263,49.4
369.4,8107,-27,-32.9,263,49.2
369.2,8112,-27,-32.8,263,49.2
368.9,8116,-27.1,-32.7,263,49.2
368.7,8121,-27.1,-32.6,263,49
368.5,8125,-27.1,-32.5,263,49
368.3,8130,-27.2,-32.4,263,49
368,8134,-27.2,-32.3,263,49
367.8,8138,-27.3,-32.2,263,49
367.6,8143,-27.3,-32.2,263,49
367.4,8147,-27.4,-32.3,262,49
367.1,8152,-27.4,-32.3,262,49
366.9,8156,-27.4,-32.4,262,49
366.7,8161,-27.5,-32.4,262,49
366.4,8165,-27.5,-32.4,262,49.2
366.2,8170,-27.5,-32.4,262,49.2
366,8175,-27.6,-32.5,262,49.2
365.7,8179,-27.6,-32.5,262,49.2
365.5,8184,-27.7,-32.5,262,49.4
365.3,8188,-27.7,-32.5,262,49.4
365.1,8192,-27.7,-32.5,262,49.4
364.9,8196,-27.8,-32.5,261,49.6
364.7,8200,-27.8,-32.5,261,49.6
364.5,8204,-27.9,-32.5,261,49.6
364.2,8209,-27.9,-32.4,261,49.8
364,8214,-28,-32.4,261,49.8
363.7,8218,-28,-32.4,261,49.8
363.5,8223,-28,-32.3,261,49.8
363.3,8227,-28.1,-32.3,261,50
363.1,8231,-28.1,-32.2,261,50
362.9,8235,-28.1,-32.2,261,50
362.7,8239,-28.2,-32.1,261,50
362.5,8243,-28.2,-32.1,261,50
362.3,8247,-28.3,-32.1,261,50
362,8252,-28.3,-32.1,261,50
361.8,8257,-28.3,-32,261,50
361.6,8261,-28.4,-31.9,261,50
361.4,8266,-28.4,-31.8,261,50
361.1,8270,-28.5,-31.7,261,50
360.9,8274,-28.5,-31.8,261,50
360.7,8279,-28.6,-31.8,261,50
360.4,8284,-28.6,-31.8,261,50
360.2,8288,-28.6,-31.7,261,50
360,8293,-28.7,-31.6,261,50
359.8,8296,-28.7,-31.5,262,50.2
359.6,8300,-28.7,-31.5,262,50.2
359.4,8304,-28.8,-31.5,262,50.2
359.2,8309,-28.8,-31.5,262,50.2
359,8313,-28.9,-31.6,262,50.2
358.7,8318,-28.9,-31.7,262,50.2
358.5,8322,-28.9,-31.8,262,50.2
358.3,8326,-29,-32.1,262,50.2
358.1,8330,-29,-32.4,262,50.2
357.9,8335,-29,-32.8,262,50.2
357.7,8339,-29,-33.2,262,50.2
357.4,8343,-29.1,-33.6,262,50.2
357.2,8348,-29.1,-33.8,262,50.2
357,8351,-29.1,-34,262,50.2
356.9,8355,-29.1,-34.1,262,50.2
356.7,8359,-29.2,-34.3,262,50.2
356.4,8363,-29.2,-34.4,262,50.2
356.2,8367,-29.3,-34.5,262,50.2
356,8371,-29.3,-34.6,262,50.2
355.8,8376,-29.4,-34.7,262,50.2
355.6,8381,-29.4,-34.8,262,50.2
355.3,8386,-29.4,-34.9,262,50.2
355.1,8390,-29.5,-34.9,262,50.2
354.9,8395,-29.5,-35,262,50
354.7,8399,-29.5,-35,262,50
354.5,8403,-29.6,-35,262,50
354.3,8407,-29.6,-35,262,50
354,8412,-29.6,-34.9,262,50
353.8,8416,-29.7,-34.7,262,50
353.6,8420,-29.7,-34.5,262,50
353.4,8424,-29.8,-34.4,262,50
353.2,8429,-29.8,-34.3,262,50
353,8433,-29.8,-34.2,262,50.2
352.8,8437,-29.9,-34.1,262,50.2
352.6,8441,-29.9,-34,262,50.2
352.4,8445,-29.9,-34,262,50.2
352.2,8449,-30,-34,262,50.2
352,8454,-30,-34,262,50.2
351.7,8458,-30.1,-34,261,50.2
351.5,8463,-30.1,-34.1,261,50.3
351.3,8468,-30.1,-34.1,261,50.3
351,8473,-30.2,-34.2,261,50.3
350.8,8477,-30.2,-34.3,261,50.3
350.6,8482,-30.2,-34.4,261,50.3
350.4,8486,-30.3,-34.4,261,50.3
350.1,8491,-30.3,-34.4,261,50.3
349.9,8495,-30.4,-34.4,261,50.3
349.7,8499,-30.4,-34.4,261,50.3
349.6,8502,-30.5,-34.4,261,50.3
349.4,8507,-30.5,-34.4,261,50.3
349.1,8511,-30.5,-34.4,261,50.3
348.9,8515,-30.6,-34.3,261,50.3
348.7,8520,-30.6,-34.3,261,50.3
348.5,8525,-30.7,-34.4,262,50.3
348.2,8530,-30.7,-34.4,262,50.3
348,8535,-30.7,-34.5,262,50.3
347.8,8539,-30.8,-34.6,262,50.3
347.6,8543,-30.8,-34.6,262,50.3
347.4,8546,-30.9,-34.7,262,50.3
347.2,8550,-30.9,-34.7,262,50.3
347,8555,-30.9,-34.7,262,50.2
346.8,8559,-31,-34.7,262,50.2
346.6,8563,-31,-34.8,263,50.2
346.4,8568,-31.1,-34.8,263,50.2
346.1,8572,-31.1,-34.8,263,50.2
345.9,8577,-31.1,-34.8,263,50.2
345.6,8582,-31.2,-34.7,263,50.2
345.4,8587,-31.2,-34.6,263,50.2
345.2,8592,-31.2,-34.4,263,50.2
345,8595,-31.2,-34.3,263,50.2
344.9,8598,-31.3,-34.2,263,50.2
344.7,8602,-31.3,-34.1,263,50.2
344.5,8606,-31.3,-34.1,263,50.2
344.3,8610,-31.3,-34.2,264,50.2
344.1,8614,-31.3,-34.4,264,50.2
343.9,8618,-31.4,-34.7,264,50.2
343.7,8622,-31.4,-35,264,50.2
343.5,8626,-31.4,-35.2,264,50.3
343.3,8630,-31.5,-35.5,264,50.3
343.1,8635,-31.5,-35.7,264,50.3
342.8,8641,-31.5,-35.9,264,50.3
342.5,8646,-31.6,-36,264,50.3
342.3,8650,-31.6,-36,264,50.3
342.1,8655,-31.7,-35.9,264,50.3
341.9,8659,-31.7,-35.9,264,50.3
341.7,8663,-31.7,-35.9,264,50.3
341.5,8667,-31.8,-36,264,50.3
341.4,8670,-31.8,-36.3,265,50.3
341.2,8675,-31.8,-36.7,265,50.3
341,8679,-31.9,-37.1,265,50.3
340.8,8683,-31.9,-37.4,265,50.3
340.6,8687,-31.9,-37.5,265,50.3
340.4,8691,-31.9,-37.6,265,50.3
340.2,8695,-32,-37.5,265,50.3
340,8699,-32,-37.5,265,50.3
339.8,8703,-32,-37.4,265,50.3
339.6,8708,-32.1,-37.5,265,50.5
339.4,8712,-32.1,-37.8,265,50.5
339.2,8716,-32.1,-38.3,265,50.5
339,8720,-32.1,-39.1,266,50.5
338.8,8725,-32.1,-40,266,50.5
338.5,8729,-32.1,-40.7,266,50.5
338.3,8733,-32.2,-41,266,50.5
338.2,8737,-32.2,-41.1,266,50.7
338,8741,-32.2,-41.2,266,50.7
337.8,8745,-32.3,-41.4,266,50.7
337.6,8749,-32.3,-41.6,266,50.7
337.4,8753,-32.3,-41.8,266,50.7
337.2,8757,-32.4,-42,266,50.7
337,8762,-32.4,-42.2,266,50.9
336.8,8766,-32.4,-42.3,266,50.9
336.6,8770,-32.4,-42.4,266,50.9
336.4,8775,-32.4,-42.4,266,50.9
336.2,8779,-32.5,-42.3,266,50.9
336,8783,-32.5,-42.2,266,50.9
335.7,8788,-32.5,-42.2,266,50.9
335.5,8792,-32.5,-42.1,266,50.9
335.3,8797,-32.6,-42.2,266,50.9
335.1,8801,-32.6,-42.4,266,50.9
334.9,8804,-32.6,-42.5,266,50.9
334.8,8807,-32.7,-42.5,266,50.9
334.7,8810,-32.7,-42.4,266,51.1
334.5,8814,-32.7,-42.3,266,51.1
334.2,8820,-32.8,-42.2,266,51.1
334,8825,-32.8,-42.2,266,51.1
333.7,8830,-32.8,-42.2,266,51.1
333.5,8835,-32.9,-42.2,266,51.1
333.3,8839,-32.9,-42.2,266,51.1
333.1,8843,-33,-42.1,266,51.1
332.9,8847,-33,-42,266,51.3
332.7,8851,-33.1,-42,266,51.3
332.5,8855,-33.1,-41.9,266,51.3
332.4,8859,-33.1,-41.9,266,51.3
332.2,8862,-33.2,-41.8,266,51.5
332,8866,-33.2,-41.8,266,51.5
331.8,8870,-33.2,-41.8,266,51.5
331.6,8874,-33.2,-41.8,266,51.7
331.4,8878,-33.3,-41.7,266,51.7
331.2,8883,-33.3,-41.7,266,51.9
331,8887,-33.3,-41.8,266,51.9
330.8,8891,-33.4,-41.8,266,52.1
330.6,8895,-33.4,-41.9,266,52.1
330.4,8900,-33.4,-42,266,52.3
330.2,8904,-33.4,-42.2,266,52.3
330,8908,-33.4,-42.4,266,52.5
329.8,8913,-33.4,-42.6,266,52.5
329.6,8918,-33.5,-42.9,266,52.5
329.4,8922,-33.5,-43.1,266,52.7
329.2,8927,-33.5,-43.2,266,52.7
329,8931,-33.5,-43.2,266,52.7
328.8,8935,-33.6,-43.2,266,52.9
328.6,8939,-33.6,-43.2,266,52.9
328.4,8943,-33.6,-43.2,266,52.9
328.2,8948,-33.7,-43.3,266,53.1
327.9,8953,-33.7,-43.5,266,53.1
327.7,8957,-33.8,-43.6,266,53.1
327.6,8961,-33.8,-43.6,266,53.1
327.4,8965,-33.8,-43.6,266,53.1
327.2,8968,-33.9,-43.6,266,53.3
327.1,8972,-33.9,-43.6,266,53.3
326.9,8976,-34,-43.5,266,53.3
326.7,8979,-34,-43.3,266,53.3
326.5,8983,-34,-43.1,266,53.3
326.3,8987,-34.1,-42.9,266,53.3
326.1,8991,-34.1,-42.9,266,53.3
325.9,8996,-34.1,-42.9,266,53.5
325.8,9000,-34.2,-43,266,53.5
325.6,9004,-34.2,-43.1,265,53.5
325.4,9008,-34.2,-43.2,265,53.5
325.2,9012,-34.3,-43.4,265,53.5
325,9016,-34.3,-43.5,265,53.5
324.8,9020,-34.3,-43.6,265,53.5
324.6,9024,-34.4,-43.7,265,53.5
324.4,9028,-34.4,-43.7,265,53.6
324.3,9032,-34.4,-43.7,265,53.6
324.1,9035,-34.5,-43.7,265,53.6
323.9,9039,-34.5,-43.8,265,53.6
323.8,9042,-34.5,-44.1,265,53.6
323.6,9046,-34.5,-44.4,265,53.6
323.4,9051,-34.6,-44.8,265,53.6
323.2,9055,-34.6,-45.1,265,53.6
323,9059,-34.6,-45.2,265,53.6
322.8,9063,-34.6,-45.2,265,53.6
322.6,9067,-34.7,-45.1,265,53.6
322.5,9070,-34.7,-45,265,53.6
322.3,9074,-34.7,-45.1,265,53.6
322.1,9078,-34.8,-45.2,265,53.6
321.9,9082,-34.8,-45.4,265,53.6
321.7,9086,-34.8,-45.4,265,53.6
321.6,9090,-34.9,-45.4,265,53.5
321.4,9094,-34.9,-45.3,265,53.5
321.2,9098,-34.9,-45.2,264,53.5
321,9102,-35,-45.1,264,53.5
320.8,9106,-35,-45,264,53.5
320.7,9110,-35,-45,264,53.5
320.5,9114,-35.1,-45.1,264,53.5
320.3,9117,-35.1,-45.1,264,53.5
320.1,9121,-35.1,-45.2,264,53.5
320,9125,-35.2,-45.2,264,53.5
319.8,9129,-35.2,-45.1,264,53.3
319.6,9132,-35.2,-45,264,53.3
319.4,9136,-35.3,-45,264,53.3
319.3,9140,-35.3,-45,264,53.3
319.1,9144,-35.3,-44.9,264,53.3
318.9,9148,-35.4,-44.8,264,53.3
318.7,9152,-35.4,-44.8,264,53.3
318.5,9158,-35.4,-44.9,264,53.1
318.2,9163,-35.5,-45,264,53.1
318,9167,-35.5,-45,264,53.1
317.9,9170,-35.5,-45.1,264,53.1
317.8,9172,-35.6,-45.2,264,53.1
317.6,9176,-35.6,-45.3,264,53.1
317.4,9181,-35.6,-45.4,265,53.1
317.2,9186,-35.6,-45.5,265,52.9
317,9190,-35.7,-45.5,265,52.9
316.8,9194,-35.7,-45.5,265,52.9
316.7,9197,-35.7,-45.6,265,52.9
316.5,9201,-35.8,-45.8,265,52.9
316.3,9205,-35.8,-46.2,265,52.9
316.1,9210,-35.8,-46.6,265,52.9
315.9,9214,-35.8,-47.1,265,52.9
315.7,9218,-35.9,-47.3,265,52.9
315.6,9221,-35.9,-47.3,265,52.7
315.5,9224,-35.9,-47.3,265,52.7
